# UN member-state Wikipedia network -- built 2026-09-09
# All 193 UN member states from Wikipedia's Category:Member_states_of_the_United_Nations
# (redirects resolved; 2 miscategorized non-country pages excluded, see notebook Step 1).
# 193 nodes. node_id matches un_edges.tsv.
node_id	name	wikidata_id	url	description
Sri_Lanka	Sri Lanka	Q854	https://en.wikipedia.org/wiki/Sri_Lanka	Sri Lanka, officially the Democratic Socialist Republic of Sri Lanka, formerly known as Ceylon, is an island country in South Asia.
Sudan	Sudan	Q1049	https://en.wikipedia.org/wiki/Sudan	Sudan, officially the Republic of the Sudan, is a country in Northeast Africa.
Suriname	Suriname	Q730	https://en.wikipedia.org/wiki/Suriname	Suriname,  officially the Republic of Suriname, is a country on the northern coast of South America, also considered as part of the Caribbean and the West Indies.
Sweden	Sweden	Q34	https://en.wikipedia.org/wiki/Sweden	Sweden, formally the Kingdom of Sweden, is a Nordic country located on the Scandinavian Peninsula in Northern Europe.
Switzerland	Switzerland	Q39	https://en.wikipedia.org/wiki/Switzerland	Switzerland, officially the Swiss Confederation, is a landlocked country located at the intersection of Central, Western, and Southern Europe.
Syria	Syria	Q858	https://en.wikipedia.org/wiki/Syria	Syria, officially the Syrian Arab Republic, is a country in West Asia located in the Eastern Mediterranean and the Levant.
São_Tomé_and_Príncipe	São Tomé and Príncipe	Q1039	https://en.wikipedia.org/wiki/São_Tomé_and_Príncipe	São Tomé and Príncipe, officially the Democratic Republic of Sao Tome and Principe, is an island country in the Gulf of Guinea, off the western equatorial coast of Central Africa.
Tajikistan	Tajikistan	Q863	https://en.wikipedia.org/wiki/Tajikistan	Tajikistan, officially the Republic of Tajikistan, is a landlocked country located in Central Asia.
Tanzania	Tanzania	Q924	https://en.wikipedia.org/wiki/Tanzania	Tanzania, officially the United Republic of Tanzania, is a country in East Africa within the African Great Lakes region.
Thailand	Thailand	Q869	https://en.wikipedia.org/wiki/Thailand	Thailand, officially the Kingdom of Thailand, and formerly known as Siam, is a country located in Mainland Southeast Asia.
The_Bahamas	The Bahamas	Q778	https://en.wikipedia.org/wiki/The_Bahamas	The Bahamas, officially the Commonwealth of The Bahamas, is an archipelagic country in the Caribbean located within the Lucayan Archipelago in the Atlantic Ocean.
The_Gambia	The Gambia	Q1005	https://en.wikipedia.org/wiki/The_Gambia	The Gambia, officially the Republic of The Gambia, is a country in West Africa.
Timor-Leste	Timor-Leste	Q574	https://en.wikipedia.org/wiki/Timor-Leste	Timor-Leste, also known as East Timor, officially the Democratic Republic of Timor-Leste, is a country in Southeast Asia.
Togo	Togo	Q945	https://en.wikipedia.org/wiki/Togo	Togo, officially the Togolese Republic, is a country located in West Africa.
Tonga	Tonga	Q678	https://en.wikipedia.org/wiki/Tonga	Tonga, officially known as the Kingdom of Tonga, is an island country in Polynesia, part of Oceania.
Trinidad_and_Tobago	Trinidad and Tobago	Q754	https://en.wikipedia.org/wiki/Trinidad_and_Tobago	Trinidad and Tobago, officially the Republic of Trinidad and Tobago, is the southernmost archipelagic country in the Caribbean, comprising the main islands of Trinidad and Tobago, along with several smaller islets.
Tunisia	Tunisia	Q948	https://en.wikipedia.org/wiki/Tunisia	Tunisia, officially the Republic of Tunisia, is a country in the Maghreb region of North Africa.
Turkey	Turkey	Q43	https://en.wikipedia.org/wiki/Turkey	Turkey, officially the Republic of Türkiye, is a country mainly located in Anatolia in West Asia, with a smaller part called East Thrace in Southeast Europe.
Turkmenistan	Turkmenistan	Q874	https://en.wikipedia.org/wiki/Turkmenistan	Turkmenistan is a landlocked country in Central Asia, bordered by Kazakhstan and Uzbekistan to the north, Afghanistan to the southeast, Iran to the south and southwest, and the Caspian Sea to the west.
Tuvalu	Tuvalu	Q672	https://en.wikipedia.org/wiki/Tuvalu	Tuvalu (  too-VAH-loo) is an archipelagic country in the Polynesian sub-region of Oceania in the Pacific Ocean, about midway between Hawaii and Australia.
Uganda	Uganda	Q1036	https://en.wikipedia.org/wiki/Uganda	Uganda, officially the Republic of Uganda, is a landlocked country in East Africa.
Ukraine	Ukraine	Q212	https://en.wikipedia.org/wiki/Ukraine	Ukraine is a country in Eastern Europe.
United_Arab_Emirates	United Arab Emirates	Q878	https://en.wikipedia.org/wiki/United_Arab_Emirates	The United Arab Emirates (UAE), also known simply as the Emirates, is a country in West Asia, situated at the eastern end of the Arabian Peninsula.
United_Kingdom	United Kingdom	Q145	https://en.wikipedia.org/wiki/United_Kingdom	The United Kingdom of Great Britain and Northern Ireland, commonly known as the United Kingdom (UK) or Britain, is a country in northwestern Europe, off the coast of the continental mainland.
United_States	United States	Q30	https://en.wikipedia.org/wiki/United_States	The United States of America (USA), also known as the United States (U.S.) or America, is a country primarily located in North America.
Uruguay	Uruguay	Q77	https://en.wikipedia.org/wiki/Uruguay	Uruguay, officially the Oriental Republic of Uruguay, is a country in southeastern South America.
Uzbekistan	Uzbekistan	Q265	https://en.wikipedia.org/wiki/Uzbekistan	Uzbekistan, officially the Republic of Uzbekistan, is a sovereign, doubly landlocked country located in Central Asia.
Vanuatu	Vanuatu	Q686	https://en.wikipedia.org/wiki/Vanuatu	Vanuatu, officially the Republic of Vanuatu (French: République de Vanuatu; Bislama: Ripablik blong Vanuatu), is an archipelagic country in Melanesia located in the South Pacific Ocean.
Venezuela	Venezuela	Q717	https://en.wikipedia.org/wiki/Venezuela	Venezuela, officially the Bolivarian Republic of Venezuela, is a country on the northern coast of South America, consisting of a continental landmass and various islands and islets in the Caribbean Sea.
Vietnam	Vietnam	Q881	https://en.wikipedia.org/wiki/Vietnam	Vietnam, officially the Socialist Republic of Viet Nam (SRV), is a country at the eastern edge of Mainland Southeast Asia.
Yemen	Yemen	Q805	https://en.wikipedia.org/wiki/Yemen	Yemen, officially the Republic of Yemen, is a country in West Asia.
Zambia	Zambia	Q953	https://en.wikipedia.org/wiki/Zambia	Zambia (), officially the Republic of Zambia, is a landlocked country in Southern Africa.
Zimbabwe	Zimbabwe	Q954	https://en.wikipedia.org/wiki/Zimbabwe	Zimbabwe, officially the Republic of Zimbabwe, is a landlocked country in Southeast Africa, between the Zambezi and Limpopo River, bordered by South Africa to the south, Botswana to the southwest, Zambia to the north, and Mozambique to the east.
